simulation_id,sample_key,cell_id,time_trace,dis_to_target,simulation_file
20250717_002404_1.0,1,29,[1.00001    0.99245302 1.0154067  ... 1.04398141 1.0285522  1.03211181],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,30,[1.00001    1.00008714 1.00246371 ... 1.052582   1.0360704  1.03933632],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,31,[1.00001    0.99232149 1.00346257 ... 1.02581286 1.00724077 0.99050008],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,32,[1.00001    0.98612818 1.03844157 ... 0.90640051 0.89440562 0.88455687],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,33,[1.00001    1.00599914 1.01554801 ... 1.02849749 0.99604617 0.98335687],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,34,[1.00001    1.03239736 1.03216108 ... 1.03680115 1.02917312 1.02561023],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,35,[1.00001    1.0119899  1.03121038 ... 0.92584361 0.94234542 0.936146  ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,36,[1.00001    1.0145348  0.98705386 ... 0.99325902 0.98160569 0.94929993],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,37,[1.00001    1.01716719 1.01056624 ... 0.96673748 0.95424273 0.95875573],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,38,[1.00001    0.98341631 0.99976432 ... 1.00224524 0.99124594 0.9829793 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,39,[1.00001    0.99252341 1.01577846 ... 0.95984051 0.9536639  0.97427972],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,40,[1.00001    1.0035604  1.01426046 ... 1.12245594 1.07782741 1.10287834],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,41,[1.00001    0.98900005 0.97968468 ... 1.12559933 1.07620025 1.07319077],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,42,[1.00001    0.99985035 1.01714129 ... 1.12287561 1.14820317 1.10367501],5,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,43,[1.00001    1.04450949 1.02330566 ... 1.0426918  1.00556763 1.04207729],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,44,[1.00001    1.00404117 1.03722458 ... 1.00381081 0.93701394 0.88569564],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,45,[1.00001    0.97384971 0.97959152 ... 1.05488648 1.06459917 1.06932088],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,46,[1.00001    0.97300813 0.95818738 ... 1.03030017 1.02001247 1.0171223 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,47,[1.00001    0.99000644 0.98312272 ... 0.91179271 0.95441089 0.96397298],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002404_1.0,1,48,[1.00001    1.03055319 1.01172132 ... 1.17905982 1.24568    1.24482349],5,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_83.h5
20250717_002901_1.0,1,0,[1.00001    1.00711917 1.03674261 ... 0.89918664 0.91816261 0.95138647],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,1,[1.00001    1.00180194 1.01432354 ... 1.01273108 1.01318767 1.02706406],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,2,[1.00001    0.99202576 0.97500086 ... 0.96701455 0.95577727 0.96460389],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,3,[1.00001    0.98686965 0.988969   ... 0.88952805 0.86719309 0.88630905],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,4,[1.00001    0.99610552 0.98934216 ... 1.04469056 1.05130901 1.0583177 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,5,[1.00001    1.01573624 0.97561557 ... 1.02307358 1.02291862 1.02181171],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,6,[1.00001    1.00281346 1.0146279  ... 0.9975302  1.01073331 0.99983952],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,7,[1.00001    0.9896281  0.99144432 ... 0.85826936 0.83768519 0.89036484],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,8,[1.00001    1.00721457 1.04071573 ... 0.98336834 0.9977691  1.00845777],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,9,[1.00001    0.98681064 0.96754018 ... 0.87126783 0.89451886 0.88502932],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,10,[1.00001    0.98818947 0.97998415 ... 0.89450654 0.89053443 0.88977803],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,11,[1.00001    0.99382485 1.01302298 ... 1.01866986 1.00481088 1.00109523],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,12,[1.00001    1.00227871 1.01988284 ... 1.02223367 1.01857449 1.02827316],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,13,[1.00001    0.98147596 0.99912592 ... 1.08762969 1.11334218 1.13399016],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,14,[1.00001    1.00823059 1.01674461 ... 1.00393456 0.99851697 1.02402408],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,15,[1.00001    1.02332731 1.03143176 ... 0.99323705 0.96279152 0.95277797],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,16,[1.00001    0.96283293 1.00035443 ... 0.96503929 0.98757879 0.94673035],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,17,[1.00001    1.00656367 1.00224803 ... 1.28586488 1.23841846 1.20884957],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,18,[1.00001    1.04381426 1.06581449 ... 0.86917844 0.84059233 0.80510771],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,19,[1.00001    0.99953713 1.02763233 ... 0.86639778 0.85247692 0.8762704 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,20,[1.00001    1.00168226 1.00330414 ... 0.99166947 1.0241488  1.00904148],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,21,[1.00001    1.01337244 0.98855705 ... 1.19059267 1.19519976 1.17480486],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,22,[1.00001    1.02010435 1.02406946 ... 0.96307091 0.9673783  0.97857558],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,23,[1.00001    1.02154896 1.01321239 ... 0.91090834 0.90519603 0.88018392],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,24,[1.00001    0.9835687  0.97372677 ... 0.98747845 0.97489148 0.93210189],0,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,25,[1.00001    0.95477563 0.97368627 ... 0.87309663 0.86977374 0.90078115],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,26,[1.00001    1.01394627 1.00426273 ... 0.88015364 0.857567   0.86500884],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,27,[1.00001    1.02973735 1.00819275 ... 0.96527558 0.95035387 0.94082411],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,28,[1.00001    0.96761544 0.9873509  ... 1.08767237 1.0970039  1.11399786],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,29,[1.00001    1.01643703 1.04843602 ... 1.01681965 1.02399393 1.01542111],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,30,[1.00001    1.00748775 1.00823761 ... 1.23193518 1.23101085 1.22742456],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,31,[1.00001    0.99593253 0.98206866 ... 0.90755141 0.91651966 0.91374321],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,32,[1.00001    0.99599493 1.01356971 ... 0.98885047 0.97884266 0.97496437],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,33,[1.00001    0.98413771 0.97900349 ... 0.96514676 0.96404262 0.9164201 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,34,[1.00001    1.01357267 1.00844065 ... 1.13741957 1.1077924  1.11608844],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,35,[1.00001    1.02498918 1.03364095 ... 1.28247547 1.25765811 1.21272845],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,36,[1.00001    1.00064141 1.00677337 ... 1.25243424 1.23642691 1.23851947],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,37,[1.00001    1.0284907  1.0236868  ... 1.10909599 1.11755439 1.11271818],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,38,[1.00001    1.03901771 1.07253288 ... 1.12497759 1.10284773 1.08878817],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,39,[1.00001    1.01115027 0.98955658 ... 0.96643219 0.95177099 0.97498088],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,40,[1.00001    1.03855982 1.03247102 ... 0.90465972 0.90004331 0.91006575],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,41,[1.00001    0.98329941 1.02949288 ... 0.88625017 0.88864124 0.89334968],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,42,[1.00001    0.96165506 1.01804877 ... 1.06086648 1.04038279 1.04957527],5,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,43,[1.00001    0.97528218 0.95344219 ... 1.06628835 1.0553679  1.04024836],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,44,[1.00001    1.01301366 1.01969657 ... 0.98251734 0.99614687 0.97597938],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,45,[1.00001    1.00612813 1.00137089 ... 1.07024105 1.08430713 1.08547909],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,46,[1.00001    1.02587448 1.00643167 ... 0.95113168 0.94371466 0.96578084],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,47,[1.00001    1.0079089  0.99548799 ... 0.94033176 0.94615214 0.91632272],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_002901_1.0,1,48,[1.00001    1.02258593 0.98471411 ... 1.25936267 1.22592781 1.22090335],5,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_84.h5
20250717_003401_1.0,1,0,[1.00001    1.01822551 1.04803049 ... 0.95526335 0.96864246 0.98703533],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,1,[1.00001    0.97293543 0.95848082 ... 1.00247717 0.96709145 0.95027615],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,2,[1.00001    0.98025297 1.00142689 ... 1.18181346 1.22028585 1.2388013 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,3,[1.00001    1.01643835 1.01216789 ... 1.16620338 1.13467683 1.12114682],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,4,[1.00001    0.99611457 1.02206724 ... 1.02236842 1.05843642 1.07608117],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,5,[1.00001    1.0189887  0.98091131 ... 1.12070342 1.13567288 1.12194557],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,6,[1.00001    1.02610634 1.03992124 ... 0.84841206 0.87774341 0.88838309],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,7,[1.00001    0.97910857 0.96882629 ... 0.94326282 0.91233092 0.9363962 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,8,[1.00001    1.02627171 1.01178317 ... 1.12317706 1.09046103 1.0922442 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,9,[1.00001    0.97783485 0.98377824 ... 1.131014   1.14785927 1.13154946],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,10,[1.00001    0.99185266 1.03478514 ... 1.09952304 1.14078285 1.16773532],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,11,[1.00001    1.01724223 1.01390585 ... 0.99240619 0.96773923 0.97589347],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,12,[1.00001    0.97535884 0.97185104 ... 1.0468269  1.01833337 1.01351157],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,13,[1.00001    0.98695104 0.99383649 ... 0.8502429  0.82436565 0.84512354],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,14,[1.00001    1.01533334 1.00676688 ... 0.98469014 1.02718429 1.05331647],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,15,[1.00001    0.97239281 0.95733264 ... 0.93582284 0.92604675 0.92211903],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,16,[1.00001    0.99443732 0.95329949 ... 0.94704109 0.97931208 0.99215578],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,17,[1.00001    0.98485992 1.0206442  ... 1.02747655 1.05473167 1.04703683],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,18,[1.00001    1.01003565 1.03553717 ... 1.1487808  1.15718179 1.1041022 ],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,19,[1.00001    1.0210464  0.99856153 ... 0.94356828 0.93046344 0.88151167],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,20,[1.00001    0.96744116 0.95077343 ... 0.990034   0.97278391 0.96259084],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,21,[1.00001    1.00109011 0.97428099 ... 0.98654616 0.98095576 0.99647047],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,22,[1.00001    0.99017743 0.98943964 ... 1.12468553 1.11561178 1.11821638],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,23,[1.00001    1.00142097 1.00844918 ... 1.03648512 1.0562323  1.05480709],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,24,[1.00001    1.0264726  1.03281    ... 1.03471684 1.04603571 1.05562044],0,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,25,[1.00001    0.99388473 0.96964576 ... 0.9675465  0.98609657 0.95287223],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,26,[1.00001    0.96160109 0.98623766 ... 1.03939886 1.06988028 1.08243577],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,27,[1.00001    1.02098403 1.01327648 ... 1.14600305 1.1314332  1.11917418],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,28,[1.00001    1.02083597 1.00908225 ... 0.94502639 0.98112112 0.96199469],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,29,[1.00001    0.98303734 0.97739907 ... 1.14871163 1.11616884 1.11479027],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,30,[1.00001    0.99816087 1.00720821 ... 1.26027014 1.25280413 1.23971944],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,31,[1.00001    1.01216236 1.00536658 ... 1.07096618 1.08424811 1.08197464],1,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,32,[1.00001    1.01156932 1.0189498  ... 1.01518848 1.04279223 1.07785774],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,33,[1.00001    1.00627031 0.9747393  ... 1.12199486 1.12722712 1.10208676],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,34,[1.00001    0.9860283  0.97571775 ... 1.07697477 1.05876753 1.02817855],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,35,[1.00001    1.0004728  1.00972653 ... 0.95250008 0.93733185 0.90524319],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,36,[1.00001    1.00036762 0.97219942 ... 1.0622601  1.04984286 1.01868866],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,37,[1.00001    1.02891701 1.05295909 ... 1.12239345 1.12590766 1.11269003],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,38,[1.00001    0.99698268 1.00481494 ... 1.08699252 1.08157446 1.08778311],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,39,[1.00001    1.0120942  1.01449958 ... 1.13764564 1.16274644 1.14685923],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,40,[1.00001    1.00169244 0.97343168 ... 1.16879067 1.17801924 1.19322192],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,41,[1.00001    0.958771   0.95883805 ... 0.98607263 1.00221282 0.98338146],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,42,[1.00001    0.97346952 0.96166985 ... 1.07876995 1.11077183 1.07158994],5,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,43,[1.00001    1.01012151 1.02311524 ... 0.88189247 0.88290169 0.88656692],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,44,[1.00001    0.98462088 0.99916962 ... 1.04045137 1.05719402 1.04172929],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,45,[1.00001    0.9832063  0.99636656 ... 1.15812654 1.14881796 1.14673838],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,46,[1.00001    1.0406686  1.0268455  ... 0.97729372 0.97373081 1.0137745 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,47,[1.00001    1.01621934 1.0288428  ... 1.16058747 1.17366707 1.16778342],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003401_1.0,1,48,[1.00001    0.98246653 1.00601203 ... 0.87397545 0.88238766 0.89219796],5,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_85.h5
20250717_003851_1.0,1,0,[1.00001    0.99331654 1.02060259 ... 1.076469   1.08446828 1.10950983],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,1,[1.00001    0.99545579 0.98114338 ... 1.04713746 1.06935089 1.04251382],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,2,[1.00001    0.99916074 1.04091681 ... 0.92953629 0.94928274 0.91255394],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,3,[1.00001    1.02158141 0.99550509 ... 0.98171003 0.96281463 0.95800971],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,4,[1.00001    1.00845594 1.03905235 ... 0.92829691 0.9267089  0.93822492],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,5,[1.00001    1.03044611 0.99372842 ... 0.91144241 0.8792353  0.87190201],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,6,[1.00001    1.01884526 1.02215517 ... 0.89726394 0.93921014 0.96830447],4,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,7,[1.00001    0.99242087 1.00697982 ... 1.10195026 1.09741712 1.07292405],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,8,[1.00001    1.0163844  1.06445501 ... 1.01850775 1.04893002 1.03615561],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,9,[1.00001    0.98681531 0.99713079 ... 0.93481273 0.95824528 0.98882765],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,10,[1.00001    0.98164799 0.99668985 ... 0.92670653 0.9618365  0.95899732],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,11,[1.00001    0.98630309 1.00548066 ... 0.87033317 0.87597328 0.87979664],2,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,12,[1.00001    1.01159025 1.02666006 ... 0.95574197 0.93657239 0.93849057],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
20250717_003851_1.0,1,13,[1.00001    0.98904593 0.98575489 ... 0.88448685 0.87844585 0.85636878],3,sim_data__stimMag_0.50_beta_0.40_noise_0.020_kcross_0.0050_nSamples_25_86.h5
